2.107 5.167
5.49 -1.174
4.687 0.869
3.907 1.814
6.262 1.073
1.734 -1.249
-0.33 -0.946
2.595 5.389
-1.753 2.281
-0.703 0.118
9.137 6.766
9.506 0.521
8.811 0.394
5.676 7.238
3.793 3.556
4.612 1.462
5.886 5.203
7.313 0.136
6.387 9.051
5.076 4.521
0.923 6.709
2.327 3.631
-0.029 8.667
4.043 0.8
5.525 -1.031
9.806 5.46
4.155 9.817
8.603 -0.331
1.521 -1.726
6.32 2.296
9.068 5.724
-0.463 9.706
1.504 -0.499
1.781 8.399
5.72 -0.971
3.453 5.165
3.067 9.469
3.318 7.742
3.995 3.268
8.752 3.88
8.893 4.424
8.977 6.993
9.047 1.887
6.844 2.944
3.005 3.433
4.574 -0.576
5.14 3.775
7.194 1.731
3.661 7.193
6.157 4.937
4.026 -0.77
-1.924 5.584
2.913 -1.081
6.512 8.354
8.303 -0.992
9.502 4.304
0.277 6.246
6.555 5.103
0.928 2.649
5.339 9.323
7.354 5.164
2.879 5.334
8.742 9.376
2.934 0.544
1.709 3.025
9.151 0.099
0.329 7.165
3.714 1.207
9.347 4.457
7.333 7.38
-0.97 1.851
-0.546 3.994
4.024 9.367
0.268 7.139
7.464 3.94
7.292 3.81
7.276 -0.978
6.083 -1.507
-1.873 3.547
8.758 -0.88
6.589 2.528
5.031 4.576
-1.563 -0.486
9.604 6.384
2.541 0.967
8.729 7.815
-1.259 0.986
0.686 8.546
8.413 6.85
6.69 5.987
0.837 3.439
7.454 0.727
1.58 7.111
7.344 7.372
2.718 1.436
5.28 -1.617
5.396 1.678
0.577 9.54
2.068 3.867
8.695 7.624
0.047 3.947
1.424 2.679
5.813 1.317
8.23 -0.087
1.824 0.059
4.452 9.184
0.453 9.927
0.101 1.409
-0.913 1.72
2.998 5.459
-1.131 9.925
-1.032 2.941
8.417 4.319
-0.356 8.422
8.534 -0.405
4.186 -0.858
2.21 -1.077
6.283 5.081
1.923 3.015
0.155 1.056
8.055 9.376
2.696 3.684
9.861 8.808
2.886 -0.176
9.739 -1.033
0.127 7.04
0.82 0.021
-1.674 -1.271
4.229 3.909
-0.856 -0.212
0.613 -1.064
0.358 2.061
6.49 8.467
1.385 1.862
5.357 3.654
-0.465 2.795
-1.082 4.67
2.314 3.866
8.053 1.374
7.022 5.383
0.161 0.483
4.489 7.249
7.767 6.773
9.218 5.93
5.091 8.394
6.562 3.309
8.315 7.271
2.425 7.136
1.683 9.862
0.883 -0.783
-1.772 6.334
1.615 -0.353
1.256 3.734
-1.303 5.032
1.973 -1.32
1.117 -1.309
3.081 3.926
1.04 2.764
2.01 4.508
1.033 0.164
7.282 5.648
-0.033 3.479
8.12 8.493
7.735 7.219
5.384 2.154
-0.266 8.156
1.077 5.982
4.804 -1.655
4.471 9.218
-0.361 8.692
5.211 2.947
9.221 1.921
8.534 1.521
1.366 1.731
3.351 4.703
6.575 6.399
6.507 8.147
-1.729 5.801
-1.088 8.145
-1.068 0.86
8.295 -0.435
2.714 0.975
3.572 3.985
2.675 8.341
1.509 7.362
2.369 3.778
1.348 3.278
9.01 8.722
2.677 1.793
2.987 6.05
4.357 -0.428
3.677 2.591
5.032 2.662
-0.526 3.308
2.173 4.072
3.774 3.993
2.621 5.584
-0.022 -0.53
8.21 0.158
9.898 9.466
4.118 4.632
2.998 1.719
0.424 5.222
4.446 8.585
4.725 1.698
9.824 7.941
-0.934 3.148
7.838 3.135
8.609 0.942
7.829 8.988
4.645 8.007
7.783 5.392
-1.873 3.707
-1.029 1.262
-1.98 7.743
4.085 2.289
3.525 2.662
7.98 -1.98
3.578 2.52
5.918 4.032
2.085 -0.326
7.144 3.934
8.796 -0.075
1.41 8.209
9.284 0.84
6.401 9.699
4.513 -0.969
-0.939 -1.707
4.535 -0.765
1.156 -1.971
8.117 6.032
-1.724 -1.251
-1.643 7.362
8.746 8.101
